601 1000 11 Curtain_385 849.69 387 822 698445 28 4 2025 21 1 2027 
1149 7 Bed_872 284.2 442 548 155742 7 6 2024 27 1 2027 
1150 11 Notebook_69 489.51 136 126 61678.3 4 6 2024 22 8 2025 
1151 8 Lamp_868 893.15 301 894 798476 9 3 2025 21 1 2028 
1152 9 Bread_536 217.48 147 605 131575 1 12 2024 25 2 2027 
1153 6 Bed_56 902.49 166 512 462075 20 4 2024 23 1 2026 
1154 13 Newspaper_347 80.07 409 800 64056 3 6 2025 29 2 2028 
1155 8 Bike_394 10.9 224 53 577.7 3 12 2025 9 10 2028 
1156 10 Wallet_782 477.59 448 185 88354.1 30 1 2025 17 11 2027 
1157 14 Hard_Drive_720 417.56 132 401 167442 29 11 2025 4 12 2026 
1158 12 Dumbbell_177 14.37 253 114 1638.18 28 6 2024 10 7 2026 
1159 10 Folder_775 83.49 132 960 80150.4 15 1 2024 14 11 2026 
1160 9 Table_108 375 70 330 123750 9 2 2025 14 11 2027 
1161 8 Nuts_713 964.35 123 651 627792 27 1 2025 28 2 2026 
1162 8 Water_89 945.63 44 918 868088 15 10 2025 12 11 2026 
1163 9 Seeds_569 592.86 297 156 92486.2 6 5 2024 25 8 2026 
1164 7 Vase_29 578.95 204 514 297580 11 1 2025 17 1 2026 
1165 14 Microphone_418 680.53 80 745 506995 11 3 2025 11 1 2028 
1166 11 Gym_Bag_729 974.09 170 237 230859 28 10 2025 28 10 2027 
1167 8 Belt_832 159.39 387 40 6375.6 29 12 2023 22 2 2026 
1168 12 Mattress_186 19.12 347 235 4493.2 24 3 2024 25 1 2026 
1169 13 Furniture_750 708.35 64 276 195505 5 6 2025 17 2 2028 
1170 12 Backpack_187 528.7 283 888 469486 20 1 2025 29 5 2027 
1171 8 Belt_706 967.06 411 949 917740 28 10 2025 5 2 2027 
1172 9 Socks_853 982.96 248 397 390235 2 4 2024 18 5 2025 
1173 9 Jeans_901 211.88 265 64 13560.3 13 12 2023 8 12 2026 
1174 9 Plant_806 858.84 411 447 383901 23 11 2024 20 6 2027 
1175 10 Pepper_214 312.59 204 174 54390.7 24 5 2024 9 2 2026 
1176 15 Cooling_Fan_714 528.34 170 690 364555 12 3 2025 13 8 2027 
1177 7 Book_59 469.5 215 841 394850 7 1 2024 19 9 2026 
1178 8 Fish_315 552.49 356 831 459119 22 3 2024 29 1 2026 
1179 9 Chips_681 651.46 357 841 547878 26 6 2025 6 11 2026 
1180 7 SSD_658 555.91 315 571 317425 3 4 2025 15 1 2027 
1181 8 Oats_374 432.19 100 109 47108.7 31 8 2024 16 3 2027 
1182 9 Flour_130 10.41 203 824 8577.84 22 5 2025 16 8 2027 
1183 11 Bandage_742 751.41 292 214 160802 11 2 2024 3 1 2027 
1184 8 Tape_722 897.92 130 798 716540 1 11 2024 23 8 2026 
1185 14 Headphones_335 935.69 295 822 769137 16 11 2024 22 1 2026 
1186 8 Milk_203 84.26 338 391 32945.7 10 3 2024 29 3 2026 
1187 12 Dumbbell_823 202.49 437 38 7694.62 19 7 2024 25 11 2025 
1188 10 Tissue_237 416.82 110 449 187152 19 7 2025 18 12 2026 
1189 13 Batteries_146 173.67 232 221 38381.1 25 1 2024 18 8 2026 
1190 8 Belt_868 556.6 210 610 339526 21 1 2024 6 1 2026 
1191 7 Game_76 721.89 236 997 719724 15 4 2024 10 8 2026 
1192 9 Juice_414 598.89 455 873 522831 8 8 2024 24 2 2027 
1193 10 Speaker_53 785.79 319 963 756716 26 4 2024 26 5 2025 
1194 11 Cookies_460 103.47 495 475 49148.2 16 3 2024 19 11 2026 
1195 8 Mouse_91 918.65 25 506 464837 1 1 2025 14 5 2027 
1196 9 Bread_483 672.93 43 775 521521 16 5 2025 6 7 2027 
1197 11 Bandage_970 144.18 147 689 99340 24 6 2025 4 5 2027 
1198 8 Nuts_596 465.55 51 347 161546 2 8 2025 1 5 2027 
1199 9 Cable_664 104.85 448 865 90695.2 15 3 2024 19 3 2025 
1200 17 First_Aid_Kit_495 612.48 424 3 1837.44 4 10 2024 16 12 2026 
1201 14 Toothpaste_885 720.06 67 584 420515 14 9 2025 29 1 2027 
1202 9 Water_226 120.46 391 217 26139.8 14 4 2024 27 11 2026 
1203 8 Vase_986 157.81 476 750 118358 31 1 2025 11 5 2027 
1204 8 Hose_869 611.68 405 20 12233.6 28 8 2024 16 10 2025 
1205 7 Hat_657 196.02 241 922 180730 17 11 2024 12 12 2026 
1206 12 Yoga_Mat_497 763.95 302 499 381211 28 3 2024 24 11 2026 
1207 17 Running_Shoes_353 959.82 331 626 600847 8 1 2025 8 12 2026 
1208 11 Stapler_611 328.45 381 539 177035 4 12 2025 11 3 2027 
1209 13 Furniture_774 195.09 9 471 91887.4 20 7 2025 4 11 2027 
1210 14 Microphone_222 178.1 202 613 109175 11 6 2024 13 7 2025 
1211 8 Lamp_520 888.07 253 648 575469 26 6 2025 21 3 2027 
1212 7 Pot_950 6.17 391 933 5756.61 2 3 2025 20 2 2028 
1213 17 First_Aid_Kit_521 814.93 484 534 435173 19 12 2023 28 8 2026 
1214 17 Graphics_Card_565 622.1 376 454 282433 20 10 2025 31 7 2027 
1215 12 Scissors_146 859.1 333 159 136597 22 3 2024 6 4 2026 
1216 6 Pen_76 449.58 100 66 29672.3 1 7 2024 8 11 2026 
1217 11 Vinegar_102 304.67 150 375 114251 21 8 2024 28 4 2027 
1218 14 Toothpaste_110 850.65 110 437 371734 3 9 2024 30 12 2026 
1219 9 Watch_553 830.84 489 591 491026 7 7 2025 10 7 2027 
1220 8 Beef_595 463.93 403 397 184180 6 9 2024 26 2 2027 
1221 10 Mirror_705 214.98 215 117 25152.7 23 1 2025 5 8 2026 
1222 9 Sugar_620 971.73 247 11 10689 5 10 2024 9 12 2026 
1223 11 Curtain_332 317.84 31 526 167184 26 5 2024 9 12 2025 
1224 13 Furniture_267 936.65 307 615 576040 30 10 2024 3 3 2027 
1225 12 Mattress_844 37.81 430 984 37205 26 5 2025 16 5 2028 
1226 13 Lightbulb_968 315.54 331 590 186169 25 8 2025 7 5 2028 
1227 7 Tape_44 454.26 412 959 435635 9 7 2025 9 9 2027 
1228 10 Laptop_337 692.09 352 893 618036 29 4 2024 27 9 2025 
1229 8 Milk_192 577.46 233 209 120689 14 2 2024 5 6 2025 
1230 10 Racket_327 739.82 371 894 661399 3 6 2025 30 5 2027 
1231 8 Milk_349 890.83 236 980 873013 9 3 2025 3 1 2027 
1232 13 Chocolate_951 127.54 403 428 54587.1 16 12 2023 25 3 2026 
1233 12 Keyboard_715 569.21 86 438 249314 14 9 2024 10 4 2026 
1234 12 Mattress_858 709.47 71 891 632138 20 8 2024 30 9 2025 
1235 8 Milk_792 851.96 186 565 481357 16 10 2025 31 3 2028 
1236 14 Fertilizer_487 263.24 17 124 32641.8 30 1 2024 3 4 2026 
1237 9 Decor_605 991.18 257 92 91188.6 4 5 2024 11 11 2026 
1238 10 Cereal_731 398.34 459 146 58157.6 22 11 2025 27 2 2027 
1239 13 Detergent_359 365.67 408 88 32179 29 6 2024 19 10 2025 
1240 12 Vitamins_146 837.78 78 860 720491 31 10 2024 8 12 2025 
1241 8 Lamp_859 534.94 302 333 178135 7 4 2024 22 10 2026 
1242 12 Notebook_913 392.93 100 331 130060 30 9 2025 23 9 2028 
1243 9 Towel_412 949.63 27 236 224113 3 12 2024 2 8 2027 
1244 8 Ball_795 525.55 365 774 406776 14 6 2025 7 11 2027 
1245 8 Tape_889 120.29 262 186 22373.9 11 3 2025 26 7 2026 
1246 12 Suitcase_808 238.83 230 902 215425 25 11 2024 6 2 2026 
1247 7 RAM_458 64.51 44 370 23868.7 17 11 2024 10 1 2026 
1248 8 Flour_49 591 482 440 260040 10 8 2024 7 8 2026 
1249 12 Scissors_359 165.03 37 482 79544.5 25 3 2025 29 1 2028 
1250 11 T-Shirt_804 998.98 178 197 196799 21 4 2024 18 12 2025 
1251 9 Dress_896 775.54 82 893 692557 8 6 2025 10 12 2027 
1252 7 Toy_427 439.9 386 886 389751 15 1 2024 24 4 2026 
1253 7 Bed_533 247.18 135 543 134219 29 7 2024 12 10 2025 
1254 9 Pasta_133 359.49 451 396 142358 22 6 2024 5 1 2027 
1255 7 Hose_44 663.93 368 222 147392 14 10 2024 10 3 2027 
1256 16 Power_Supply_708 408.71 149 418 170841 26 12 2024 31 3 2026 
1257 9 Decor_327 755.36 259 261 197149 1 9 2025 18 5 2028 
1258 10 Charger_12 506.5 209 346 175249 1 2 2025 27 9 2026 
1259 13 Furniture_982 652.51 398 860 561159 1 8 2024 12 8 2026 
1260 17 First_Aid_Kit_411 869.54 147 221 192168 22 2 2024 28 4 2025 
1261 9 Towel_874 791.81 247 509 403031 13 12 2024 5 4 2027 
1262 11 Speaker_481 486.28 485 211 102605 6 11 2024 24 5 2026 
1263 10 Folder_859 13.45 268 996 13396.2 29 10 2024 13 4 2027 
1264 10 Helmet_791 983.87 334 733 721177 24 8 2024 28 12 2026 
1265 16 Garden_Tools_853 967.74 307 686 663870 9 11 2024 15 9 2027 
1266 8 Game_840 598.46 93 384 229809 7 2 2025 26 5 2027 
1267 8 Desk_275 269.64 397 319 86015.2 8 3 2024 22 10 2025 
1268 8 Beef_829 147.24 230 266 39165.8 23 8 2024 26 8 2025 
1269 7 Nuts_61 969.11 12 283 274258 29 1 2025 16 12 2026 
1270 7 Pot_362 217.86 364 77 16775.2 29 4 2025 7 7 2027 
1271 8 Oats_802 207.3 50 719 149049 16 3 2025 3 8 2026 
1272 8 Glue_571 61.92 242 747 46254.2 5 11 2024 17 5 2027 
1273 7 Bag_481 47.53 490 748 35552.4 11 1 2024 6 1 2026 
1274 8 Bike_764 558.08 253 337 188073 1 1 2024 22 1 2026 
1275 7 Bag_677 104.83 271 509 53358.5 24 1 2025 15 6 2027 
1276 12 Magazine_531 373.99 375 711 265907 16 6 2025 16 9 2026 
1277 6 Tea_10 871.58 426 273 237941 16 5 2024 8 7 2025 
1278 7 Bed_980 230.26 465 283 65163.6 13 12 2023 6 3 2025 
1279 6 CD_797 373.65 200 427 159549 18 5 2024 8 11 2026 
1280 16 Garden_Tools_327 460.07 230 807 371276 10 2 2024 5 8 2026 
1281 11 Stapler_711 796.06 154 964 767402 16 2 2025 9 10 2026 
1282 17 First_Aid_Kit_247 9.45 348 968 9147.6 7 2 2024 15 2 2025 
1283 8 Ball_658 389.27 264 212 82525.2 27 12 2024 24 12 2026 
1284 11 Curtain_984 826.44 320 740 611566 13 3 2025 9 4 2027 
1285 11 Scissors_36 290.35 484 217 63005.9 4 3 2025 28 6 2026 
1286 10 Jacket_610 102.3 249 193 19743.9 21 9 2024 3 6 2026 
1287 17 Graphics_Card_100 871.21 130 160 139394 17 8 2024 11 9 2025 
1288 17 Picture_Frame_776 836.63 366 7 5856.41 21 3 2024 27 5 2026 
1289 8 Case_112 185.45 39 136 25221.2 16 1 2025 6 11 2026 
1290 9 Seeds_952 729.01 436 703 512494 9 9 2024 14 1 2026 
1291 16 Power_Supply_408 580.59 360 435 252557 25 1 2024 15 9 2025 
1292 7 Oil_510 136.67 297 491 67105 4 7 2025 27 11 2026 
1293 8 Soap_297 127.72 158 976 124655 25 5 2024 24 1 2027 
1294 9 Juice_437 108.01 22 872 94184.7 29 10 2024 27 11 2026 
1295 14 Fertilizer_537 528.51 26 320 169123 11 6 2025 18 8 2027 
1296 10 Cereal_168 943.77 315 985 929613 1 9 2024 1 5 2027 
1297 9 Mouse_419 829.93 252 485 402516 28 2 2024 9 6 2025 
1298 8 Beef_427 564.89 89 815 460385 1 5 2025 18 10 2026 
1299 10 Laptop_405 633.01 160 850 538058 17 11 2025 21 6 2027 
1300 15 Thermometer_530 434.93 467 917 398831 8 12 2024 8 8 2027 
1301 8 Ball_432 463.41 245 638 295656 4 1 2025 14 5 2026 
1302 12 Medicine_172 664 82 636 422304 30 11 2025 28 7 2027 
1303 8 Salt_798 122.49 459 979 119918 1 1 2024 30 11 2026 
1304 11 T-Shirt_252 663.36 320 648 429857 16 11 2025 5 5 2028 
1305 10 Pillow_533 797.45 245 58 46252.1 24 12 2024 4 8 2027 
1306 13 Newspaper_864 370.4 434 365 135196 15 10 2025 18 7 2027 
1307 11 Charger_385 621.49 283 644 400240 22 4 2024 12 3 2027 
1308 13 Furniture_299 201.42 469 179 36054.2 3 7 2024 20 3 2026 
1309 8 Sofa_267 134.97 410 295 39816.2 24 7 2025 27 10 2026 
1310 13 Lightbulb_956 15.17 254 164 2487.88 5 8 2024 6 12 2026 
1311 10 Laptop_109 781.32 177 413 322685 17 5 2025 13 5 2027 
1312 15 Thermometer_478 838.96 6 22 18457.1 17 4 2024 7 11 2025 
1313 9 Flour_649 409.71 103 783 320803 30 4 2024 24 10 2026 
1314 17 Graphics_Card_813 92.95 375 952 88488.4 6 7 2025 27 9 2027 
1315 8 Book_118 845.65 34 25 21141.2 10 1 2025 8 1 2027 
1316 11 Stapler_310 829.77 419 982 814834 21 9 2024 16 5 2027 
1317 17 Graphics_Card_161 985.77 234 902 889165 22 10 2024 17 6 2026 
1318 9 Chips_233 795.51 96 473 376276 11 4 2024 22 6 2025 
1319 12 Scissors_574 765.74 365 791 605700 2 4 2024 7 10 2025 
1320 16 Power_Supply_531 403.53 59 291 117427 8 10 2025 24 9 2027 
1321 13 Furniture_367 941.29 440 130 122368 6 12 2025 8 10 2027 
1322 10 Wallet_257 703 398 388 272764 24 9 2024 21 5 2027 
1323 13 Processor_869 282.72 461 3 848.16 13 8 2025 3 4 2027 
1324 14 Microphone_520 227.64 468 907 206469 20 8 2024 6 1 2026 
1325 9 Pasta_479 204.69 257 907 185654 28 8 2024 21 5 2026 
1326 15 Thermometer_701 557.3 241 445 247998 16 2 2025 19 3 2026 
1327 10 Laptop_916 427.35 352 994 424786 25 4 2025 23 11 2027 
1328 9 Watch_648 749.48 324 381 285552 4 1 2024 17 8 2026 
1329 9 Bread_917 564.39 475 464 261877 26 1 2025 15 12 2027 
1330 7 RAM_932 21.91 117 50 1095.5 30 4 2025 2 2 2028 
1331 10 Charger_90 669.95 444 0 0 10 11 2025 9 6 2027 
1332 11 Shampoo_569 104.86 232 651 68263.9 6 8 2024 16 1 2026 
1333 10 Bleach_160 714.73 2 476 340211 1 9 2024 17 3 2027 
1334 9 Bread_215 978.05 370 501 490003 13 10 2025 28 9 2028 
1335 8 Rice_684 631.89 428 627 396195 4 1 2024 29 8 2025 
1336 8 Lamp_301 412.21 1 934 385004 19 4 2024 16 8 2026 
1337 12 Umbrella_589 730.31 361 563 411165 6 8 2025 21 4 2027 
1338 9 Dress_571 802.69 358 214 171776 28 9 2025 24 4 2027 
1339 17 First_Aid_Kit_376 561.87 260 101 56748.9 27 10 2025 29 3 2027 
1340 13 Furniture_990 66.62 461 68 4530.16 28 6 2024 3 9 2026 
1341 9 Clock_698 932.09 445 654 609587 6 2 2025 19 1 2028 
1342 12 Yoga_Mat_228 35.9 136 314 11272.6 22 10 2024 25 11 2025 
1343 8 Vase_364 734.85 228 946 695168 8 10 2025 14 1 2028 
1344 9 Plant_834 552.79 482 172 95079.9 6 3 2025 27 1 2028 
1345 13 Chocolate_745 424.69 369 853 362261 12 8 2024 19 7 2027 
1346 8 Seeds_99 105.57 332 422 44550.5 23 9 2025 4 4 2028 
1347 12 Backpack_880 785.98 201 395 310462 25 12 2024 26 4 2027 
1348 9 Clock_183 617.61 322 195 120434 16 5 2024 19 1 2026 
1349 12 Keyboard_647 232.25 195 32 7432 26 9 2025 19 3 2028 
1350 17 Graphics_Card_418 634.95 106 258 163817 20 7 2024 3 7 2027 
1351 9 Pasta_645 697.32 378 738 514622 1 5 2024 11 10 2025 
1352 11 Chicken_809 988.94 361 390 385687 25 3 2024 17 9 2026 
1353 11 Notebook_68 416.98 478 521 217247 18 1 2025 1 4 2026 
1354 15 Thermometer_971 177.43 333 659 116926 2 3 2025 7 9 2026 
1355 13 Furniture_920 737.8 280 266 196255 4 7 2025 22 7 2027 
1356 8 Eggs_161 804.53 416 641 515704 4 1 2025 28 7 2026 
1357 13 Batteries_347 289.2 387 621 179593 4 12 2025 4 11 2028 
1358 9 Flour_522 340.99 27 993 338603 19 11 2024 12 4 2027 
1359 12 Umbrella_722 223.54 187 879 196492 24 10 2025 5 4 2028 
1360 10 Tissue_492 58.96 157 291 17157.4 11 5 2024 11 12 2026 
